,business_id,business_name,business_address,business_city,business_state,business_postal_code,business_latitude,business_longitude,business_location,business_phone_number,inspection_id,inspection_date,inspection_score,inspection_type,violation_id,violation_description,risk_category,Neighborhoods,Police Districts,Supervisor Districts,Fire Prevention Districts,Zip Codes,Analysis Neighborhoods
30173,68560,Wow Naan-N-Curry,642 Irving St,San Francisco,CA,94122,37.764128,-122.464961,"{'longitude': '-122.464961', 'latitude': '37.764128', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155667225.0,68560_20190207,2019-02-07T00:00:00.000,78.0,Routine - Unscheduled,68560_20190207_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,12.0,8.0,11.0,11.0,56.0,14.0
30178,4874,JUMP START COFFEE & GROCERY,1192 GUERRERO St,San Francisco,CA,94110,37.752118,-122.422914,"{'longitude': '-122.422914', 'latitude': '37.752118', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155647555.0,4874_20190313,2019-03-13T00:00:00.000,87.0,Routine - Unscheduled,4874_20190313_103116,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk,19.0,4.0,5.0,2.0,28859.0,20.0
30201,56,CAFE X + O,1799 Church St,San Francisco,CA,94131,37.742325,-122.426476,"{'longitude': '-122.426476', 'latitude': '37.742325', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155823535.0,56_20190424,2019-04-24T00:00:00.000,70.0,Routine - Unscheduled,56_20190424_103133,Foods not protected from contamination,Moderate Risk,22.0,7.0,5.0,2.0,63.0,22.0
30209,71356,Padrecito,901 Cole St,San Francisco,CA,94117,37.765644,-122.449974,"{'longitude': '-122.449974', 'latitude': '37.765644', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155502083.0,71356_20181016,2018-10-16T00:00:00.000,89.0,Routine - Unscheduled,71356_20181016_103102,Unclean hands or improper use of gloves,High Risk,9.0,5.0,11.0,15.0,29492.0,3.0
30211,7643,PACIFIC SUPER MARKET,2900 ALEMANY Blvd,San Francisco,CA,94112,37.712148,-122.452076,"{'longitude': '-122.452076', 'latitude': '37.712148', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155331628.0,7643_20170309,2017-03-09T00:00:00.000,67.0,Routine - Unscheduled,7643_20170309_103114,High risk vermin infestation,High Risk,25.0,7.0,6.0,9.0,28861.0,28.0
30219,5607,SFSU STATION CAFE,1600 Holloway Ave,San Francisco,CA,94132,37.720851,-122.477084,"{'longitude': '-122.477084', 'latitude': '37.720851', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155374525.0,5607_20171128,2017-11-28T00:00:00.000,87.0,Routine - Unscheduled,5607_20171128_103144,Unapproved or unmaintained equipment or utensils,Low Risk,14.0,8.0,4.0,1.0,64.0,16.0
30229,1249,KABABAYAN FAST FOOD,2706 MISSION St,San Francisco,CA,94110,37.753691,-122.418657,"{'longitude': '-122.418657', 'latitude': '37.753691', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155929635.0,1249_20180515,2018-05-15T00:00:00.000,74.0,Routine - Unscheduled,1249_20180515_103142,Unclean nonfood contact surfaces,Low Risk,19.0,4.0,7.0,2.0,28859.0,20.0
30232,5839,ALICE FONG YU ELEMENTARY SCHOOL,1541 12th Ave,San Francisco,CA,94122,37.759386,-122.469292,"{'longitude': '-122.469292', 'latitude': '37.759386', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155752764.0,5839_20181213,2018-12-13T00:00:00.000,96.0,Routine - Unscheduled,5839_20181213_103120,Moderate risk food holding temperature,Moderate Risk,12.0,8.0,4.0,1.0,56.0,14.0
30252,7493,MR. PICKLE'S SANDWICH SHOP,3380 20th St,San Francisco,CA,94110,37.758817,-122.416522,"{'longitude': '-122.416522', 'latitude': '37.758817', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14150928956.0,7493_20161028,2016-10-28T00:00:00.000,84.0,Routine - Unscheduled,7493_20161028_103144,Unapproved or unmaintained equipment or utensils,Low Risk,19.0,4.0,7.0,2.0,28859.0,20.0
30268,32671,La Taqueria Guadalajara,3146 24th St,San Francisco,CA,94110,37.752512,-122.415109,"{'longitude': '-122.415109', 'latitude': '37.752512', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155644892.0,32671_20170920,2017-09-20T00:00:00.000,86.0,Routine - Unscheduled,32671_20170920_103154,Unclean or degraded floors walls or ceilings,Low Risk,19.0,4.0,7.0,2.0,28859.0,20.0
30271,3055,"SAFEWAY STORES, INC. #995",1335 Webster St,San Francisco,CA,94115,37.783253,-122.431034,"{'longitude': '-122.431034', 'latitude': '37.783253', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155924557.0,3055_20180606,2018-06-06T00:00:00.000,90.0,Routine - Unscheduled,3055_20180606_103144,Unapproved or unmaintained equipment or utensils,Low Risk,41.0,9.0,11.0,15.0,29490.0,39.0
30273,1347,CREPES ON COLE,100 CARL St,San Francisco,CA,94117,37.765778,-122.450184,"{'longitude': '-122.450184', 'latitude': '37.765778', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155661800.0,1347_20181106,2018-11-06T00:00:00.000,92.0,Routine - Unscheduled,1347_20181106_103154,Unclean or degraded floors walls or ceilings,Low Risk,9.0,5.0,11.0,15.0,29492.0,3.0
30300,62578,New Chef Hung's Restaurant,823 Clay St,San Francisco,CA,94108,37.794193,-122.406677,"{'longitude': '-122.406677', 'latitude': '37.794193', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155396883.0,62578_20181130,2018-11-30T00:00:00.000,73.0,Routine - Unscheduled,62578_20181130_103114,High risk vermin infestation,High Risk,4.0,1.0,10.0,3.0,28857.0,6.0
30303,59331,The Lunch Box,50 Phelan Ave.,San Francisco,CA,94112,37.723638,-122.452273,"{'longitude': '-122.452273', 'latitude': '37.723638', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155323220.0,59331_20170504,2017-05-04T00:00:00.000,87.0,Routine - Unscheduled,59331_20170504_103145,Improper storage of equipment utensils or linens,Low Risk,40.0,7.0,4.0,9.0,28861.0,41.0
30310,5895,Downtown High School,693 VERMONT St,San Francisco,CA,94107,37.761354,-122.404146,"{'longitude': '-122.404146', 'latitude': '37.761354', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155695866.0,5895_20181115,2018-11-15T00:00:00.000,98.0,Routine - Unscheduled,5895_20181115_103157,Food safety certificate or food handler card not available,Low Risk,29.0,3.0,8.0,10.0,28856.0,26.0
30316,1203,TAWAN'S THAI FOOD,4403 GEARY Blvd,San Francisco,CA,94118,37.780834,-122.46659,"{'longitude': '-122.46659', 'latitude': '37.780834', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155755175.0,1203_20180802,2018-08-02T00:00:00.000,77.0,Routine - Unscheduled,1203_20180802_103133,Foods not protected from contamination,Moderate Risk,11.0,6.0,2.0,11.0,54.0,11.0
30320,2743,NOAH'S NEW YORK BAGELS #2147,2300 16 th St,San Francisco,CA,94103,37.765708,-122.409002,"{'longitude': '-122.409002', 'latitude': '37.765708', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155862802.0,2743_20161024,2016-10-24T00:00:00.000,84.0,Routine - Unscheduled,2743_20161024_103114,High risk vermin infestation,High Risk,19.0,4.0,8.0,8.0,28853.0,20.0
30322,3262,VILLA D'ESTE,2623 OCEAN Ave,San Francisco,CA,94132,37.731781,-122.47359,"{'longitude': '-122.47359', 'latitude': '37.731781', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155330580.0,3262_20180507,2018-05-07T00:00:00.000,77.0,Routine - Unscheduled,3262_20180507_103150,Improper or defective plumbing,Low Risk,40.0,8.0,4.0,1.0,64.0,41.0
30327,3631,NOC NOC,557 HAIGHT St,San Francisco,CA,94117,37.771964,-122.431336,"{'longitude': '-122.431336', 'latitude': '37.771964', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155865811.0,3631_20160615,2016-06-15T00:00:00.000,94.0,Routine - Unscheduled,3631_20160615_103156,Permit license or inspection report not posted,Low Risk,10.0,9.0,11.0,15.0,29492.0,9.0
30328,1026,PHUKET THAI RESTAURANT,248 DIVISADERO St,San Francisco,CA,94117,37.771117,-122.436976,"{'longitude': '-122.436976', 'latitude': '37.771117', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155979594.0,1026_20190410,2019-04-10T00:00:00.000,71.0,Routine - Unscheduled,1026_20190410_103142,Unclean nonfood contact surfaces,Low Risk,9.0,5.0,11.0,15.0,29492.0,3.0
30342,3869,SAFEWAY #739,3350 MISSION St,San Francisco,CA,94110,37.742998,-122.421638,"{'longitude': '-122.421638', 'latitude': '37.742998', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155822866.0,3869_20160711,2016-07-11T00:00:00.000,90.0,Routine - Unscheduled,3869_20160711_103154,Unclean or degraded floors walls or ceilings,Low Risk,2.0,7.0,7.0,2.0,28859.0,2.0
30355,63124,Marengo on Union,1980 Union St Upper Street Level,San Francisco,CA,94123,37.797578,-122.431883,"{'longitude': '-122.431883', 'latitude': '37.797578', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155442575.0,63124_20171019,2017-10-19T00:00:00.000,92.0,Routine - Unscheduled,63124_20171019_103116,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk,17.0,9.0,1.0,13.0,57.0,13.0
30359,5810,DENMAN MIDDLE SCHOOL,241 ONEIDA St,San Francisco,CA,94112,37.721825,-122.442876,"{'longitude': '-122.442876', 'latitude': '37.721825', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155464535.0,5810_20160909,2016-09-09T00:00:00.000,92.0,Routine - Unscheduled,5810_20160909_103129,Insufficient hot water or running water,Moderate Risk,25.0,7.0,6.0,9.0,28861.0,28.0
30362,3825,COVE CAFE,434 CASTRO St,San Francisco,CA,94114,37.761918,-122.435135,"{'longitude': '-122.435135', 'latitude': '37.761918', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155620462.0,3825_20190307,2019-03-07T00:00:00.000,92.0,Routine - Unscheduled,3825_20190307_103120,Moderate risk food holding temperature,Moderate Risk,3.0,4.0,5.0,15.0,28862.0,5.0
30409,7646,VALENCIA GROCERY,1300 VALENCIA St,San Francisco,CA,94110,37.752059,-122.420713,"{'longitude': '-122.420713', 'latitude': '37.752059', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155646071.0,7646_20161025,2016-10-25T00:00:00.000,94.0,Routine - Unscheduled,7646_20161025_103120,Moderate risk food holding temperature,Moderate Risk,19.0,4.0,5.0,2.0,28859.0,20.0
30414,69653,Izakaya Roku,1819 Market St,San Francisco,CA,94103,37.7714,-122.423887,"{'longitude': '-122.423887', 'latitude': '37.7714', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155298857.0,69653_20190405,2019-04-05T00:00:00.000,77.0,Routine - Unscheduled,69653_20190405_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,19.0,2.0,5.0,8.0,28853.0,20.0
30457,63971,Munchboxx,643 Clay St,San Francisco,CA,94111,37.794554,-122.403827,"{'longitude': '-122.403827', 'latitude': '37.794554', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155514286.0,63971_20160912,2016-09-12T00:00:00.000,96.0,Routine - Unscheduled,63971_20160912_103142,Unclean nonfood contact surfaces,Low Risk,4.0,1.0,10.0,3.0,28860.0,6.0
30458,7538,FREDS LIQUOR & DELI,151 06th St,San Francisco,CA,94103,37.774722,-122.406761,"{'longitude': '-122.406761', 'latitude': '37.774722', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155547337.0,7538_20160928,2016-09-28T00:00:00.000,96.0,Routine - Unscheduled,7538_20160928_103142,Unclean nonfood contact surfaces,Low Risk,34.0,2.0,9.0,14.0,28853.0,34.0
30462,929,Cafe Ethiopia,878 Valencia St,San Francisco,CA,94110,37.758832,-122.421359,"{'longitude': '-122.421359', 'latitude': '37.758832', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155319097.0,929_20160622,2016-06-22T00:00:00.000,98.0,Routine - Unscheduled,929_20160622_103144,Unapproved or unmaintained equipment or utensils,Low Risk,19.0,4.0,5.0,2.0,28859.0,20.0
30466,70494,The Little Chihuahua Mexican Restaurant,581 VALENCIA St,San Francisco,CA,94110,37.763664,-122.421736,"{'longitude': '-122.421736', 'latitude': '37.763664', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155207111.0,70494_20160921,2016-09-21T00:00:00.000,92.0,Routine - Unscheduled,70494_20160921_103120,Moderate risk food holding temperature,Moderate Risk,19.0,4.0,7.0,8.0,28859.0,20.0
30474,19373,Las Isletas,4508 03rd St,San Francisco,CA,94124,37.737021,-122.390043,"{'longitude': '-122.390043', 'latitude': '37.737021', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155577698.0,19373_20180103,2018-01-03T00:00:00.000,73.0,Routine - Unscheduled,19373_20180103_103142,Unclean nonfood contact surfaces,Low Risk,1.0,3.0,8.0,10.0,58.0,1.0
30475,2758,OSTERIA,3277 SACRAMENTO St,San Francisco,CA,94115,37.788183,-122.446757,"{'longitude': '-122.446757', 'latitude': '37.788183', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155775030.0,2758_20190508,2019-05-08T00:00:00.000,90.0,Routine - Unscheduled,2758_20190508_103144,Unapproved or unmaintained equipment or utensils,Low Risk,31.0,6.0,1.0,13.0,29490.0,31.0
